long,lat,id,nombre,tipo,colectividad,telefono,fax,web,email,observaciones,calle_nombre,calle_altura,calle_cruce,piso,dpto,oficina,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4987382248418,-34.5516020614244,225,"""Bosna""",Institución Cultural - Social,Croata,,,,tzbosna@yahoo.com.ar,,Av. Ricardo Balbín,4925,,,,,Saavedra,Comuna 12,1430,C1430ABH
-58.4967922944217,-34.5492205675659,226,Centro de Jubilados y Pensionados Comunidad Croata,Institución Cultural - Social,Croata,4544-6767,,,jubiladoscroatas@fibertel.com.ar; gajobulat@yahoo.com.ar,,Lugones,4938,,,,,Saavedra,Comuna 12,1430,C1430EDV
-58.4978471588265,-34.5516940545133,227,Escuela Croata de idiomas,Institución Educativa,Croata,,,,,,Pico,4930,,,,,Saavedra,Comuna 12,1430,C1430CYP
-58.3828608165317,-34.6151429078372,591,Cuba Mía,Gastronomía,Cubana,4382-1465/3427,,www.restaurantecubamia.com.ar/,info@restaurantecubamia.com.ar,,Salta,580,,,,,Monserrat,Comuna 1,1074,C1074AAL
-58.3745425387224,-34.6119567269511,590,Rey Castro Cuban Bar & Restaurant,Gastronomía,Cubana,4342-9998/6665,,www.reycastro.com,info@reycastro.com,,Perú,342,,,,,Monserrat,Comuna 1,1067,C1067AAH
-58.453761375637,-34.6239597621166,73,Mojitos de Cuba,Gastronomía,Cubana,4251-1262 / 1540739800,,www.mojitosdecuba.com.ar/,,,Yerbal,1655,,,,,Caballito,Comuna 6,1406,C1406GJM
-58.4655991332439,-34.5524961325663,909,Azúcar Belgrano,Gastronomía,Cubana,4780-2447 / 4861-3344,,www.azucarbelgrano.com,,,Av. Cabildo,3250,,,,,Nuñez,Comuna 13,1429,C1429AAQ
-58.4301503303673,-34.5724187731258,443,La Bodeguita del medio,Gastronomía,Cubana,4775-5616,,www.labdelm.com.ar/,reservas@labdelm.com.ar,,Baez,211,,,,,Palermo,Comuna 14,1426,C1426BRE
-58.4463288340102,-34.563214575099,719,Embajada de Cuba,Embajada,Cubana,4782-9049 / 4782-9089,4786-7713,www.embacuba.com.ar,secretaria@ar.embacuba.cu,,Virrey del Pino,1810,,,,,Belgrano,Comuna 13,1426,C1426EGF
-58.4461925527577,-34.5631556528671,720,Consulado de Cuba,Consulado,Cubana,4782-9049 int 112,4780-5633,www.cubadiplomatica.cu,consulado@ar.embacuba.cu,,Virrey del Pino,1810,,,,,Belgrano,Comuna 13,1426,C1426EGF
-58.3895630182528,-34.6053029065774,647,Oye chico,Gastronomía,Cubana,5252-3339 / 6320-5342,,www.oyechico.com.ar/,,,Montevideo,310,,,,,San Nicolas,Comuna 1,1019,C1019ABH
-58.3730819653321,-34.5953155446338,860,Embajada de Dinamarca,Embajada,Danesa,4312-6901,4312-7857,argentina.um.dk,bueamb@um.dk,,Av. Leandro N. Alem,1074,,9,,,Retiro,Comuna 1,1001,C1001AAS
-58.3730397447735,-34.5953171761203,861,Cámara de Industria y Comercio Argentina Danesa,Institución Profesional,Danesa,5252-0839,,http://www.camaradanesa.org.ar/,contact@camaradanesa.org.ar,,Av. Leandro N. Alem,1074,,12,,,Retiro,Comuna 1,1001,C1001AAS
-58.3730960757442,-34.5952806424849,859,Club Danés,Institución Cultural - Social,Danesa,4312-9266,,,danskmad@arnet.com.ar,,Av. Leandro N Alem,1074,,12,,,Retiro,Comuna 1,1001,C1001AAS
-58.3696872953608,-34.6191832831235,200,Centro de Juventud Danesa- DUBA,Institución Cultural - Social,Danesa,4362-9154,,http://www.dubafolke.com.ar/,info@dubafolke.com.ar,,Carlos Calvo,257,,,,,San Telmo,Comuna 1,1102,C1102AAE
-58.3697696889446,-34.6191899382815,199,"Iglesia Dinamarquesa en Buenos Aires ""Dansk Kirke""",Institución Religiosa,Danesa,4362-9154,,www.iglesiadinamarquesa.com.ar,revistadk@gmail.com,,Carlos Calvo,257,,,,,San Telmo,Comuna 1,1102,C1102AAE
-58.3786645333113,-34.5930653727497,862,Embajada de República Dominicana,Embajada,Dominicana,4312-9378 / 4312-8562 / 1122717541,,http://embajadadominicana.com.ar/,embajada@embajadadominicana.com.ar,,Juncal,802,,6,n,,Retiro,Comuna 1,1062,C1062ABF
-58.381347715929,-34.5944840634666,863,Consulado de Doinicana,Consulado,Dominicana,4312-8562 /4894-2080,4894-2078,http://embajadadominicana.com.ar/oficina-consular-en-buenos-aires/,sconsular@embajadadominicana.com.ar,,Carlos Pellegrini,1175,,PB,C,,Retiro,Comuna 1,1009,C1009ABW
-58.4646275852109,-34.6000995646671,7,República Dominicana Unidos,Institución Cultural - Social,Dominicana,4584-4701 / 1532923744,,,martamaitz@hotmail.com,,Cucha Cucha,2577,,,,,Paternal,Comuna 15,1416,C1416CKC
-58.3887969171808,-34.6161963613805,592,La Fiesta,Gastronomía,Dominicana,4381-3037,,,,,Virrey Cevallos,654,,,,,Monserrat,Comuna 1,1077,C1077AAN
-58.390430179346,-34.5877297250824,782,Embajada de Ecuador,Embajada,Ecuatoriana,4804-0073/74/3464,,,ecuador@embaecuador.com.ar; consulado@emecuador.com.ar,,Av. Pte. Quintana,585,,9,,,Recoleta,Comuna 2,1129,C1129ABB
-58.3904897289704,-34.5876907985078,783,Consulado de Ecuador,Consulado,Ecuatoriana,4804-6408 int 109,,www.argentina.embajada.gob.ec/es,consuldorbaiec@embecuador.com.ar,,Av. Pte. Quintana,585,,10,,,Recoleta,Comuna 2,1129,C1129ABB
-58.3801855124761,-34.6116277972163,593,Rincón Ecuatoriano,Gastronomía,Ecuatoriana,4078-9193,,www.facebook.com/pg/rincon.ecuatoriano1,,,Moreno,977,,,,,Monserrat,Comuna 1,1091,C1091AAS
-58.4064869707645,-34.6009033101236,256,Ecuador 787,Gastronomía,Ecuatoriana,,,,,,Ecuador,787,,,,,Balvanera,Comuna 3,1214,C1214ACK
-58.3766731872644,-34.6065426501247,648,Ecuador,Gastronomía,Ecuatoriana,,,,,,Roque Saenz Peña,702,,,,,San Nicolas,Comuna 1,1035,C1035AAP
-58.4350746826052,-34.566964491677,444,Sabores ecuatorianos,Gastronomía,Ecuatoriana,4331-1123,,,,,Soldado de la Independencia,831,,,,,Palermo,Comuna 14,1426,C1426BTI
-58.4411005044809,-34.6003214097036,25,Asociación Ecuatorianos Residentes en Argentina - AERA,Institución Cultural - Social,Ecuatoriana,4966 0706 / 1561247675,,,escuelafredamontano@gmail.com;  fredamontano@gmail.com; ecuatorianos.residentes@gmail.com; aera.buenosaires@gmail.com,,Malabia,257,,pb,c,,Villa Crespo,Comuna 15,1414,C1414DLE
-58.4602374210844,-34.5704470776329,721,Embajada de Egipto,Embajada,Egipcia,4553-3311,4553-0067,,embegypt@fibertel.com.ar,,Virrey del Pino,3140,,,,,Belgrano,Comuna 13,1426,C1426EHF
-58.4415445980833,-34.56830788974,445,Consulado de Ecuador,Consulado,Egipcia,4899-0300,,embegypt@fibertel.com.a,embegypt@fibertel.com.ar,,Olleros,2140,,,,,Palermo,Comuna 14,1426,C1426CRN
-58.4410177017901,-34.5673264193387,447,Consulado Emirati,Consulado,Emiratí (Emiratos Árabes),4772-9709 / 4771-9716 / 4778-3110,4772-5169,,secretaria@embajadaemiratos.org.ar,,Olleros,2021,,,,,Palermo,Comuna 14,1426,C1426CRK
-58.4408991907677,-34.5672336434072,446,Embajada de Emiratos Árabes,Embajada,Emiratí (Emiratos Árabes),4772-9709 / 4771-9716 / 4778-3109,4772-5169,www.embajadaemiratos.org.ar,secretaria@embajadaemiratos.org.ar,,Olleros,2021,,,,,Palermo,Comuna 14,1426,C1426CRK
-58.4263641767767,-34.5765881145965,448,Buenos Aires Scottish Guard (Guardia Escocesa de Buenos Aires),Institución Cultural - Social,Escocesa,1564500712,,,rlagardeh@gmail.com; rlagardeh@scottishmail.co.uk,,Av. Bullrich,481,,,,,Palermo,Comuna 14,1425,C1425FTE
-58.3951115720744,-34.5854996377305,786,Consulado de Escocia,Consulado,Escocesa,4808-2200,4808-2274,www.argentina.nlembajada.org/,mschellhas@randstad.com.ar; askinformation.baires@fco.gov.uk,,Dr Luis Agote,2412,,,,,Recoleta,Comuna 2,1425,C1425EOF
-58.3761104651772,-34.592748081924,864,Asociación Escocesa Argentina,Institución Cultural - Social,Escocesa,4312-7244,,"www.scotlandinargentina.com.ar, https://www.facebook.com/pg/AsocEscArg",correoedtur@gmail.com; edsha@arnet.com.ar,,Juncal,615,,3,C,,Retiro,Comuna 1,1062,C1062ABA
-58.3728794573434,-34.5960838690555,865,The Kilkenny,Gastronomía,Escocesa,4312-7291,,,,,M. T. de Alvear,399,,,,,Retiro,Comuna 1,1058,C1058AAA
-58.3954226715253,-34.5857728881591,785,Embajada de Escocia,Embajada,Escocesa,4808-2200,4808-2274,,askinformation.baires@fco.gov.uk,,Dr Luis Agote,2412,,,,,Recoleta,Comuna 2,1425,C1425EOF
-58.3745358265873,-34.6120645395775,594,St. Andrew´s Society of the River Plate,Institución Cultural - Social,Escocesa,4312-7244 / 1563989978/ 4331-0308  / 4243-2077,,www.sasrp.org/pb/,thelmapamd@gmail.com,,Perú,352,,,,,Monserrat,Comuna 1,1067,C1067AAH
-58.4016241150465,-34.5790951284139,450,Consulado de Eslovaquia,Consulado,Eslovaca,4807-9451 / 4801-3917 /4804-8622,4801- 4654,www.embassy-finder.com/es/slovakia,cons.buenosaires@mzv.sk,,Av. Figueroa Alcorta,3240,,,,,Palermo,Comuna 14,1425,C1425CKY
-58.4255257408403,-34.620856867581,45,Asociación Cultural Eslovaca en la República Argentina,Institución Cultural - Social,Eslovaca,4983-2567,,,asoc.eslovaca@gmail.com,,José Mármol,629,,,,,Almagro,Comuna 5,1236,C1236ABE
-58.4017022892006,-34.5790380003682,449,Embajada de Eslovaquia,Embajada,Eslovaca,4807-9451 / 4801-3917,4801- 4653,www.mzv.sk/buenosaires,emb.buenosaires@mzv.sk,,Av. Figueroa Alcorta,3240,,,,,Palermo,Comuna 14,1425,C1425CKY
-58.5292930404866,-34.6218928831084,102,Club Triglav,Institución Cultural - Social,Eslovena,4644-0605,,,,,Manuel Porcel de Peralta,1458,,,,,Villa Real,Comuna 10,1408,C1408CBX
-58.4852563727587,-34.6362274936861,173,Cursos Secundarios Eslovenos,Institución Educativa,Eslovena,4636-2422,,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.4854027296692,-34.6363085581847,174,Curso Primario,Institución Educativa,Eslovena,4636-2423,,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.4853312206079,-34.6362920782569,175,Asociación Eslovena Benéfica de Madres,Institución Cultural - Social,Eslovena,4636-2424,,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.4852480735305,-34.6362838470482,176,Asociación Civil Eslovenia Unida,Institución Cultural - Social,Eslovena,4636-2421 / 4636-0841,4636-2421,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.4854126812008,-34.6362137203296,177,Acción Cultural Eslovena,Institución Cultural - Social,Eslovena,,,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.4853045870369,-34.6361917494542,178,Misicón Católica Eslovena,Institución Religiosa,Eslovena,,,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.3796077265927,-34.5915634984486,866,Embajada,Embajada,Eslovena,4894-0631 / 4894-0621,,www.buenosaires.veleposlanistvo.si,vba@gov.si,,Arroyo,880,,3,,,Retiro,Comuna 1,1007,C1007AAB
-58.379676962083,-34.5915349291437,867,Consulado de Eslovenia,Consulado,Eslovena,4895 0631 / 4894-0621,,www.buenosaires.veleposlanistvo.si,vba@gov.si,,Arroyo,880,,3,,,Retiro,Comuna 1,1007,C1007AAB
-58.5293708622134,-34.6218401757665,101,Asociación Mutual Eslovena Triglav –AME Triglav-,Institución Cultural - Social,Eslovena,4644-0605,,www.ametriglAv.com.ar,info@ametriglAv.com.ar,,Manuel Porcel de Peralta,1458,,,,,Villa Real,Comuna 10,1408,C1408CBX
-58.4853361958561,-34.6362425976803,172,Centro Esloveno Slovenska Hiša de Buenos Aires,Institución Cultural - Social,Eslovena,4636-2421 / 4636-0841,,,,,Ramón Falcón,4158,,,,,Velez Sarsfield,Comuna 10,1407,C1407GSR
-58.4439033858581,-34.5756654988059,240,Centro Montañés de Buenos Aires,Institución Cultural - Social,Española,4553-2802,,www.casasdecantabria.org/buenosaires/index.htm,casadecantabria@casadecantabria.com.ar,,Jorge Newbery,2818,,,,,Colegiales,Comuna 13,1426,C1426CYB
-58.4462913371317,-34.5883654205912,3,Asociación Civil Club Tinetense Residencia Asturiana,Institución Cultural - Social,Española,4855-6253,,www.vivirasturias.com/asturias/sin-especificar/club-tinetense-residencia-tineo-de-buenos-aires/es,clubtinetenseresidenciaasturiana@hotmail.com,,Guevara,35,,,,,Chacarita,Comuna 15,1427,C1427BRA
-58.4181952288898,-34.6148612828917,46,Centro Navarro,Institución Cultural - Social,Española,4932-7518 / 4931-1441,,www.centronAvarro.org,,,Moreno,3682,,,,,Almagro,Comuna 5,1209,C1209ABR
-58.4158521171682,-34.6165608455922,47,Comunidad Tuy-Salceda,Institución Cultural - Social,Española,4931-5800,,,,,Maza,457,,,,,Almagro,Comuna 5,1206,C1206ACI
-58.4169635930073,-34.6112763106332,48,Asociación Santa Comba de Xallas en Buenos Aires,Institución Cultural - Social,Española,4864-3663,,,xallas2004@yahoo.com.ar,,Maza,30,,,,,Almagro,Comuna 5,1206,C1206ACB
-58.421302261455,-34.6111140143069,49,Asociación Centro Partido De Carballiño,Institución Cultural - Social,Española,4981-9675 / 4718-0138,,,,,Medrano,28,,2,,,Almagro,Comuna 5,1178,C1178ABB
-58.4223307137033,-34.618043382768,50,Asociación Mutualista Residentes de Vigo,Institución Cultural - Social,Española,4982-7431,,,,,Quintino Bocayuva,522,,,,,Almagro,Comuna 5,1216,C1216AAB
-58.4465509938469,-34.6229044013203,74,Centro Burgalés de Buenos Aires,Institución Cultural - Social,Española,4988-1639 / 4433-1812,,https://www.facebook.com/centroburgales/,,,Av. Rivadavia,5764,,,,,Caballito,Comuna 6,1406,C1406GLN
-58.4838313517421,-34.6231569101795,92,Asociación De Moraña,Institución Cultural - Social,Española,4671-3623 / 4502-1198,,,,,Galicia,3651,,,D,,Villa Santa Rita,Comuna 11,1407,C1407FGG
-58.4611558405583,-34.6320762169863,116,Centro Archipiélago Canario,Institución Cultural - Social,Española,4613-5898,,https://es-la.facebook.com/CACBsAs/,centro@archipielagocanario.org.ar,,Rivera Indarte,280,,,,,Flores,Comuna 7,1406,C1406DXF
-58.4548860153376,-34.6318526052915,117,Asociación Unión Residentes de Fragas en Buenos Aires,Institución Cultural - Social,Española,,,,,,Directorio,1954,,2,A,,Flores,Comuna 7,1406,C1406GZV
-58.3865038963847,-34.6213900849181,144,Centro Soriano Numancia,Institución Cultural - Social,Española,,,http://www.centronumancia.com.ar,presidencia@centronumancia.com.ar,,Humberto I,1462,,,,,Constitucion,Comuna 1,1103,C1103ADD
-58.3866025717486,-34.6213959734706,145,Centro Región Castellano Leonesa de Ayuda Mutua,Institución Cultural - Social,Española,4304-5595,,,,,Humberto I,1462,,,,,Constitucion,Comuna 1,1103,C1103ADD
-58.3934935446634,-34.6239529999928,152,Fundación Xeito Novo de Cultura Gallega,Institución Cultural - Social,Española,,,https://www.facebook.com/FundacionXeitoNovo/,info@xeitonovo.org.ar,,Sarandi,1280,,,,,San Cristobal,Comuna 3,1251,C1251ADB
-58.3956179557356,-34.6249983981913,153,Centro Zamorano - Casa de Castilla y León,Institución Cultural - Social,Española,4306-4900 / 4901-3069,,https://www.facebook.com/centrozamoranodeargentina/  //  https://casadecastillayleon.org.ar/centro-zamorano/,,,Pasco,1358,,,,,San Cristobal,Comuna 3,1251,C1251AAD
-58.4014699507717,-34.6188812129013,154,Centro Salamanca,Institución Cultural - Social,Española,4942-7498,,https://es-la.facebook.com/CentroSalamancaBuenosAires/,info_centrosalamanca@hotmail.com,,Av. Independencia,2540,,,,,San Cristobal,Comuna 3,1225,C1225AAU
-58.4053882804092,-34.6214779457747,155,Asociación Juventud Viana Trives y Valdeorras,Institución Cultural - Social,Española,4943-0767 /  4902-6797,,,vianatrivesyvaldeorras@argentina.com,,Carlos Calvo,2851,,,,,San Cristobal,Comuna 3,1230,C1230AAU
-58.4110493278479,-34.6262161497652,156,Centro Arzuano Mellidense,Institución Cultural - Social,Española,4957-0518 / 4932-6137,,https://www.facebook.com/centroarzuanomellidense/,arzuanomelidense@ciudad.com.ar,,Cochabamba,3245,,,,,San Cristobal,Comuna 3,1252,C1252ABC
-58.4093034730953,-34.6226791525832,157,Centro Noia Rianxo,Institución Cultural - Social,Española,4957-2539 / 1550098700,,https://noiarianxo.wordpress.com/,noiarianxo@hotmail.com,,Gral. Urquiza,1021,,,,,San Cristobal,Comuna 3,1221,C1221ADK
-58.4177124814832,-34.6227553652199,167,Casa Balear,Institución Cultural - Social,Española,4931-1112,,https://www.facebook.com/casabalear.ba/,casabalear@fibertel.com.ar,,Colombres,841,,,,,Boedo,Comuna 5,1218,C1218ABI
-58.4184005783096,-34.6243679050809,168,Rincon Familiar Andaluz,Institución Cultural - Social,Española,4931-4800 / 4982-7431,,www.rinconandaluz.org.ar,rinconfamiliarandaluz@fibertel.com.ar  rinconfamiliarandaluz@yahoo.es,,Carlos Calvo,3745,,,,,Boedo,Comuna 5,1230,C1230ABM
-58.4247800649129,-34.6226029827834,169,Sociedad Parroquial de Vedra,Institución Cultural - Social,Española,4931-3448,,www.galespa.com.ar/vedra.htm,info@vedra.com.ar,,José Mármol,760,,,,,Boedo,Comuna 5,1236,C1236ABH
-58.495070195892,-34.6395923735404,184,Círculo Social Valle Miñor,Institución Cultural - Social,Española,4635-6657,,,,,Rafaela,4840,,,,,Villa Luro,Comuna 10,1407,C1407GVB
-58.495149563192,-34.6396004509105,185,Círculo Social del Valle Miñor,Gastronomía,Española,4683-0903   / 4683-3693,,www.galespa.com.ar/valminhor.htm,valminior@yahoo.com.ar,,Rafaela,4840,,,,,Villa Luro,Comuna 10,1407,C1407GVB
-58.3760978369379,-34.6180945566922,201,Casal de Catalunya,Gastronomía,Española,4300-4141 / 4300-0359,,www.casal.org.ar,info@casal.org.ar,,Chacabuco,863,,,,,San Telmo,Comuna 1,1069,C1069AAQ
-58.3760400658702,-34.6191752124736,203,Asociación Residentes de Salvatierra de Miño,Institución Cultural - Social,Española,4383-0919,,,,,Chacabuco,955,,,1,,San Telmo,Comuna 1,1069,C1069AAS
-58.4125477207965,-34.6139216681251,257,"Sociedade Galega de Arantei, Vilamarín e A Peroxa",Institución Cultural - Social,Española,4931-7799,,,sociedadegalega@fibertel.com.ar; sgjuan@yahoo.com,,Moreno,3281,,,,,Balvanera,Comuna 3,1209,C1209ABI
-58.4027376982049,-34.6084827527877,258,Delegación de la Xunta de Galicia en Buenos Aires,Institución Cultural - Social,Española,4952 7887 / 4952-9400,,http://emigracion.xunta.gal/es/la-secretaria/la-xunta-en-el-exterior/delegacion-la-xunta-galicia-buenos-aires,delegacion.buenosaires@xunta.es; cidadaniagalega.buenosaire@xunta.es,,Bartolomé Mitre,2555,,,,,Balvanera,Comuna 3,1039,C1039AAO
-58.3939293225468,-34.6126508133232,259,Asoc.Unión Res. Ayunt. Cabria - Hoy V. de Cruces,Institución Cultural - Social,Española,4952-0773 / 4566-2559,,,,,Moreno,1949,,,,,Balvanera,Comuna 3,1094,C1094ABC
-58.3939818318231,-34.6126525794783,260,"Centro Lalín, Agolada y Silleda de Galicia en Buenos Aires",Gastronomía,Española,4952-0773 / 4952-7333,,http://www.guiaoleo.com.ar/restaurantes/Centro-Lalin-restaurant-6890,olecentrolalin@hotmail.com,,Moreno,1949,,,,,Balvanera,Comuna 3,1094,C1094ABC
-58.4025684562346,-34.608793913872,261,Centro Galicia de Buenos  Aires,Institución Cultural - Social,Española,4952-8858,,www.centrogalicia-bsas.org,info@centrogalicia-bsas.org  junta@centrogalicia-bsas.org,,Bartolomé Mitre,2538/60,,,,,Balvanera,Comuna 3,,
-58.397050696943,-34.6170970667728,262,Centro Juventud Asturiana de Siero y Noreña,Gastronomía,Española,4942-7778,,,,,Chile,2163,,,,,Balvanera,Comuna 3,1227,C1227AAG
-58.397150791726,-34.6155128572567,263,Asociación Benéfica y Cultural del Partido de Corcubión,Institución Cultural - Social,Española,4942-2101 /  4832-1009,,www.abccorcubion.org.ar,info@abccorcubion.org.ar,,Venezuela,2164,,,3,,Balvanera,Comuna 3,1096,C1096ABL
-58.3939649783003,-34.612713349853,265,Asociación Civil Residentes de Dodro,Institución Cultural - Social,Española,4952-0773,,,,,Moreno,1949,,,,,Balvanera,Comuna 3,1094,C1094ABC
-58.4060899081276,-34.617465350789,266,Centro Cultural del Partido de la Estrada,Institución Cultural - Social,Española,4931-7008 / 4932-7464,,www.guiacomunicacion.xunta.es/book/print/738,info@partidoaestrada.com.ar,,México,2849,,,,,Balvanera,Comuna 3,1223,C1223ABG
-58.3973112141367,-34.6140326280792,267,Centro Gallego de Buenos Aires,Institución Cultural - Social,Española,4983-8959 / 4127-1318,,www.centrogallegoba.com.ar,centrogallego@centrogallegoba.com.ar,,Av. Belgrano,2199,,,,,Balvanera,Comuna 3,1094,C1094AAD
-58.3816924633635,-34.6323917155559,362,Asociación Civil Unión Residentes de Outes,Institución Cultural - Social,Española,4304-3280,,www.residentesdeoutes.com.ar,sociedaddeoutes@hotmail.com,,Dr. Enrique FinochietTo,1219,,,A,,Barracas,Comuna 4,1275,C1275AAA
-58.465283758103,-34.6550993873225,369,"Club Social, Deportivo y Cultural Español de la República Argentina",Institución Cultural - Social,Española,4637-6903,,www.cde.lacorchea.com,,,Santiago de Compostela,3801,,2,A,,Parque Avellaneda,Comuna 9,1407,C1407MDB
-58.4009253948303,-34.5795340678393,451,Embajada,Embajada,Española,4809-4900 Ext. 4907 / 4908 / 4909,,www.exteriores.gob.es.,estanislao.degrandes@maec.es,,Av. Figueroa Alcorta,3102,,1º,,,Palermo,Comuna 14,1425,C1425CKX
-58.4298653758873,-34.5851003940233,452,Círculo de Aragón,Institución Cultural - Social,Española,4774-4172,,www.aragonbuenosaires.org.ar,info@aragonbuenosaires.org.ar,,Fray Justo Sta María de Oro,1872,,,,,Palermo,Comuna 14,1414,C1414DBD
-58.4246619541285,-34.5772715849244,453,Centro Cangas del Narcea,Gastronomía,Española,4771-4252,,,cangasbaires@yahoo.es,,Beruti,4643,,,,,Palermo,Comuna 14,1425,C1425BDE
-58.440724511286,-34.5734907541339,456,Agrupación Vecinos de Ponteareas en Buenos Aires,Institución Cultural - Social,Española,4778-3233,,,ponteareas@ciudad.com.ar  ponteareas@launion.org.ar,,Zapata,315,,1,4,,Palermo,Comuna 14,1426,C1426AEE
-58.5152473558857,-34.6417796899505,570,Falla Valenciana El Turia,Gastronomía,Española,4642-5604,,,fallAvalencianaelturia@arnet.com.ar,,Tonelero,6051,,,,,Liniers,Comuna 9,1408,C1408EOE
-58.3804107831121,-34.6103122311842,595,Federación de Sociedades Españolas,Institución Cultural - Social,Española,4343-8111,,www.fedespa.org.ar/home.php,,,Bernardo de Irigoyen,172,,3,,,Monserrat,Comuna 1,1072,C1072AAD
-58.3905965464184,-34.6145309975683,596,Centro Asturiano de  Buenos  Aires,Institución Cultural - Social,Española,4383-3577,,www.centroasturianobsas,asturiano@centroasturianobsas.org.ar,,Solís,475,,,,,Monserrat,Comuna 1,1078,C1078AAI
-58.3798314274097,-34.6131767551752,597,Centro Riojano Español de Buenos Aires,Gastronomía,Española,4331-3976 / 4331-3986,,www.centroriojano.com.ar,crbuenosaires@infovia.com.ar,,Av. Belgrano,958,,,,,Monserrat,Comuna 1,1092,C1092AAW
-58.3803970324274,-34.6103765160813,598,Club Español,Institución Cultural - Social,Española,4334-5112,,www.clubespanolba.com.ar,clubespanol@ciudad.com.ar,,Bernardo de Irigoyen,172,,,,,Monserrat,Comuna 1,1072,C1072AAD
-58.3859382279311,-34.6113894303463,599,Asociación Casa de Galicia,Institución Cultural - Social,Española,4381-5215 / 1540720728,,,,,San José,224,,,,,Monserrat,Comuna 1,1076,C1076AAF
-58.3842755266036,-34.612292379414,600,Hogar Gallego para Ancianos,Institución Cultural - Social,Española,4381-7390,,http://hogargallegoancianos.galiciaaberta.com,hogarancianosbuenosaires@galiciaaberta.comhogargallegparaamcoamps@infovia.com.ar,,Moreno,1270,,2,,,Monserrat,Comuna 1,1091,C1091AAZ
-58.3901400507556,-34.616602159401,601,Asociación Argentina de Mujeres Hispanistas,Institución Cultural - Social,Española,4381-1000,,,,,Solís,688,,4,32,,Monserrat,Comuna 1,1078,C1078AAN
-58.377769532348,-34.6136923330333,602,Asociación Española de Santiago Apóstol,Institución Cultural - Social,Española,4331-0607,,,,,Piedras,475,,,,,Monserrat,Comuna 1,1070,C1070AAI
-58.3723902005541,-34.6103488948406,603,Asociación Hispano Argentina de Profesionales,Institución Profesional,Española,4343-9061,,www.ahap.org.ar,adm@besteiraabogados.com.ar,,Adolfo Alsina,424,,,,,Monserrat,Comuna 1,1087,C1087AAF
-58.3801173437881,-34.6160561987113,604,Asociación Patriótica y Cultural Española,Institución Cultural - Social,Española,4334-1237,,www.cecra.com.ar,apyce@argentina.com,,Bernardo de Irigoyen,672,,,,,Monserrat,Comuna 1,1072,C1072AAN
-58.3784919410917,-34.6127286240018,605,Cámara Española de Comercio de la República Argentina,Institución Profesional,Española,4335-5000,,www.cecra.com.ar,recepcion.cecra@cecra.com.ar,,Av. Belgrano,863,,7,,,Monserrat,Comuna 1,1092,C1092AAI
-58.3912303601271,-34.6032889480736,649,Federación de entidades Vasco Argentinas,Institución Cultural - Social,Española,4372-3520,,http://www.fevaonline.org.ar,feva2000@ciudad.com.ar,,Lavalle,1718,,5,D,,San Nicolas,Comuna 1,1048,C1048AAP
-58.4551132029986,-34.5658892209711,722,Asociación Española de Socorros Mutuos de Belgrano,Institución Cultural - Social,Española,4784-3196,,,,,Ciudad de La Paz,1760,,7,32,,Belgrano,Comuna 13,1426,C1426AHH
-58.389779905491,-34.5904134449203,787,Consulado de España,Consulado,Española,4811-0070 / 4811-0079,,www.mae.es/consulados/buenosaires,consulado.buenosaires@correo.mae.es,,Guido,1770,,,,,Recoleta,Comuna 2,1016,C1016AAF
-58.398532407603,-34.5865558746862,788,Ribadumia Casa Gallega de Cultura en Buenos Aires,Institución Cultural - Social,Española,4803-3939 / 4334-0476,,,ribadumia@launion.org.ar,,Las Heras,2416,,,,,Recoleta,Comuna 2,1425,C1425ASO
-58.3876847657544,-34.5969088852491,790,Agencia Española de Cooperación Internacional,Institución Política,Española,4814-0210 / 4814-2842,,www.aecid.org.ar,otcbaires@speedy.com.ar,,Marcelo T. de Alvear,1449,,1,B,,Recoleta,Comuna 2,1060,C1060AAA
-58.3880289766829,-34.5978120156786,791,Centro Cultural de España en Buenos Aires,Institución Cultural - Social,Española,4812-0024,,www.cceba.org.ar,info@cceba.org.ar,,Parana,943,,,,,Recoleta,Comuna 2,1017,C1017AAS
-58.3796764449577,-34.5966986909641,870,Asociación Amigos de la Zarzuela,Institución Cultural - Social,Española,4313-7166,,www.amigosdelazarzuela.com.ar,martacordinacion@yahoo.com.ar,,Suipacha,987,,1,A,,Retiro,Comuna 1,1008,C1008AAS
-58.3565182216695,-34.6345758971079,922,Asociación Civil Hijos del Ayuntamiento de Zas,Institución Cultural - Social,Española,4302-4703 / 1540395439,,,zasbuenosaires@hotmail.com,,Suárez,236,,,A,,Boca,Comuna 4,1162,C1162AEF
