id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,Long,Lat
522,HOTEL ANCON,"ALVEAR, MARCELO T. DE 2223",4824-0338,hotelancon@hotelancon.com.ar,,Hospedaje,MARCELO T DE ALVEAR,2223,"ALVEAR, MARCELO T. DE 2223",-58.399221,-34.596943
521,HOTEL MIÑO,GALLO 1258,4962-3673,rodavalho@ciudad.com.ar,http://www.hotelmino.com.ar/,Hospedaje,GALLO,1258,GALLO 1258,-58.411391,-34.595718
520,HOTEL CENTRAL ARGENTINO,DEL LIBERTADOR AV. 174,4312-6742,hotelcen@ciudad.com.ar,,Hospedaje,DEL LIBERTADOR,174,DEL LIBERTADOR AV. 174,-58.376312,-34.592338
519,RESIDENCIA GODOY CRUZ,GODOY CRUZ 2944,4772-3000,residencia@amcirse.org.ar,,Hospedaje,GODOY CRUZ,2944,GODOY CRUZ 2944,-58.423159,-34.576324
518,HOTEL SAN MARTIN,CALLAO AV. 327,4371-6450,hotelsanmartin1@yahoo.com.ar,,Hospedaje,CALLAO,327,CALLAO AV. 327,-58.392120,-34.605393
517,HOTEL GRAN SARMIENTO,SARMIENTO 1892,4374-2764,hotelgransarmiento@infovia.com.ar,http://www.hotelgransarmientoba.com/,Hospedaje,SARMIENTO,1892,SARMIENTO 1892,-58.393456,-34.605774
516,HOTEL REY SA,COMBATE DE LOS POZOS 469,4942-8412,info@hotel-rey.com.ar,http://www.hotel-rey.com.ar/,Hospedaje,COMBATE DE LOS POZOS,469,COMBATE DE LOS POZOS 469,-58.393266,-34.614717
515,HOTEL O'REI,LAVALLE 733,4393-7186,info@hotelorei.com.ar,http://www.hotelorei.com.ar/,Hospedaje,LAVALLE,733,LAVALLE 733,-58.377167,-34.602326
514,HOTEL COLONIAL,24 DE NOVIEMBRE 229,4931-3104,,http://www.hotelcolonialbaires.com.ar/,Hospedaje,24 DE NOVIEMBRE,229,24 DE NOVIEMBRE 229,-58.411445,-34.613466
513,JUNCAL PALACE HOTEL,JUNCAL 2282,4821-2770,,,Hospedaje,JUNCAL,2282,JUNCAL 2282,-58.399665,-34.592166
512,HOTEL VESUVIO,RIVADAVIA AV. 2548,4951-4715,,,Hospedaje,RIVADAVIA,2548,RIVADAVIA AV. 2548,-58.402508,-34.610005
511,HOTEL AZUL,"YRIGOYEN, HIPOLITO 2952",4931-1153,hazul.bsas@gmail.com,,Hospedaje,HIPOLITO YRIGOYEN,2952,"YRIGOYEN, HIPOLITO 2952",-58.408075,-34.611458
510,HOTEL BAHIA,"YRIGOYEN, HIPOLITO 3062",4931-7198,info@elhotelbahia.com.ar,http://www.elhotelbahia.com.ar/Inicio.htm,Hospedaje,HIPOLITO YRIGOYEN,3062,"YRIGOYEN, HIPOLITO 3062",-58.409688,-34.611529
509,HOTEL GRAN VIA,SARMIENTO 1450,4371-5763,info@hotelgranvia.com.ar,http://www.hotelgranvia.com.ar/es/index.php,Hospedaje,SARMIENTO,1450,SARMIENTO 1450,-58.387137,-34.605353
508,HOTEL MONTMARTRE,SALTA 1173,4304-4763,,,Hospedaje,SALTA,1173,SALTA 1173,-58.383017,-34.621845
507,HOTEL ODEON,HUMBERTO 1° 1257,4304-3347,hotelodeon@hotmail.com,http://www.hotelodeon.com.ar/,Hospedaje,HUMBERTO PRIMO,1257,HUMBERTO 1° 1257,-58.383746,-34.620983
506,HOTEL GUAYAQUIL,MORENO 2718,4957-5097,,,Hospedaje,MORENO,2718,MORENO 2718,-58.404491,-34.613439
505,HOTEL ROMA,"ACUÑA DE FIGUEROA, FRANCISCO 422",4862-5993,,,Hospedaje,ACUÑA DE FIGUEROA,422,"ACUÑA DE FIGUEROA, FRANCISCO 422",-58.422858,-34.605632
504,HOTEL TEMUCO,"PERON, JUAN DOMINGO, TTE. GENERAL 4261",4862-3053,,,Hospedaje,JUAN D PERÓN,4261,"PERON, JUAN DOMINGO, TTE. GENERAL 4261",-58.426967,-34.605897
503,HOTEL SAN CARLOS,MORENO 3054,4931-7823,,,Hospedaje,MORENO,3054,MORENO 3054,-58.409342,-34.614016
502,LOS ANGELES,"YRIGOYEN, HIPOLITO 3073",4864-2692,,,Hospedaje,HIPOLITO YRIGOYEN,3073,"YRIGOYEN, HIPOLITO 3073",-58.409846,-34.611501
501,HOTEL BAHIA I,CORRIENTES AV. 1212,4382-1780,ar.hotelbahia@gmail.com,,Hospedaje,CORRIENTES,1212,CORRIENTES AV. 1212,-58.383854,-34.603917
500,HOTEL LION DOR,"PACHECO DE MELO, JOSE ANDRES 2019",4803-8992,,http://www.hotel-liondor.com.ar/,Hospedaje,PACHECO DE MELO,2019,"PACHECO DE MELO, JOSE ANDRES 2019",-58.395141,-34.590696
499,VIAMONTE TURISMO HOTEL,VIAMONTE 857,4322-8753,,,Hospedaje,VIAMONTE,857,VIAMONTE 857,-58.379004,-34.600079
498,HOTEL MIAMI,GASCON 874,486-20427,hmiami@terra.com.ar,http://hotel-miami.com.ar/,Hospedaje,GASCON,874,GASCON 874,-58.423863,-34.600842
497,SPORTMAN,RIVADAVIA AV. 1425,43818021/22,sportman@hotmail.com,http://www.hotelsportsman.com.ar/,Hospedaje,RIVADAVIA,1425,, , 
496,HOTEL LA GIRALDA,TACUARI 17,4345-3917,,,Hospedaje,TACUARI,17,TACUARI 17,-58.379250,-34.608505
495,HOTEL TANDIL,DE MAYO AV. 890,4343-2597,SUPERTANDIL2@HOTMAIL.COM,,Hospedaje,DE MAYO,890,DE MAYO AV. 890,-58.379060,-34.608966
494,HOTEL MITRE,"MITRE, BARTOLOME 2717",4866-4089,hotel_mitre@hotmail.com,www.hotelmitre.com.ar,Hospedaje,BARTOLOME MITRE,2717,"MITRE, BARTOLOME 2717",-58.404906,-34.608738
493,HOTEL ONCE,RIVADAVIA AV. 2962,4861-1666,,,Hospedaje,RIVADAVIA,2962,RIVADAVIA AV. 2962,-58.408351,-34.610372
492,GOYA HOTEL,SUIPACHA 748,4322-9269,info@goyahotel.com.ar,http://www.goyahotel.com.ar/,Hospedaje,SUIPACHA,748,SUIPACHA 748,-58.379741,-34.599654
491,ORIENTAL,"MITRE, BARTOLOME 1840",4952-3371,ghoriental@hotmail.com,http://www.granhoteloriental.com/,Hospedaje,BARTOLOME MITRE,1840,"MITRE, BARTOLOME 1840",-58.392686,-34.608054
490,HOTEL YORK,"ALSINA, ADOLFO 2632",4951-8957,info@albertomendez.com,,Hospedaje,ALSINA,2632,"ALSINA, ADOLFO 2632",-58.403661,-34.612346
489,HOTEL VICTORIA,CHACABUCO 726,4361-2135,,,Hospedaje,CHACABUCO,726,CHACABUCO 726,-58.375928,-34.616591
488,HOTEL URUGUAY,TACUARI 83,4334-1110,amagodemiro@yahoo.com.ar,,Hospedaje,TACUARI,83,TACUARI 83,-58.379213,-34.609266
487,TREN MIXTO,LIMA 1717,4305-9155,,,Hospedaje,LIMA,1717,LIMA 1717,-58.381474,-34.628059
486,HOTEL THAMES,THAMES 2255,4774-4117,HOTELTHAMES@INFOVIA.COM.AR,,Hospedaje,THAMES,2255,THAMES 2255,-58.424616,-34.583542
485,HOTEL ROMA,DE MAYO AV. 1413,4381-4921,,,Hospedaje,DE MAYO,1413,DE MAYO AV. 1413,-58.386488,-34.609320
484,HOTEL PUEYRREDON,PUEYRREDON AV. 47,4861-6065,,,Hospedaje,PUEYRREDON,47,PUEYRREDON AV. 47,-58.405886,-34.609365
483,HOTEL PIRIAPOLIS,CORDOBA AV. 3051,4961-7132,PIRIAPOLIS_HOTEL@YAHOO.COM.AR,http://www.piriapolishotel.com.ar/homeesp.html,Hospedaje,CORDOBA,3051,CORDOBA AV. 3051,-58.409879,-34.598006
482,PALACE HOTEL RONDEAU,ENTRE RIOS AV. 2100,4306-5388,,,Hospedaje,ENTRE RIOS,2100,ENTRE RIOS AV. 2100,-58.390438,-34.632562
481,HOTEL OMEGA,PARAGUAY 2991,4962-5431,hotelomega@arnet.com.ar,http://www.hotelomega.com.ar/,Hospedaje,PARAGUAY,2991,PARAGUAY 2991,-58.409425,-34.595694
480,HOTEL MICKY,TALCAHUANO 362,4371-2376,HOTELMICKI@TRIPOD.COM.AR,,Hospedaje,TALCAHUANO,362,TALCAHUANO 362,-58.385132,-34.604494
479,HOTEL MEDITERRANEO,RODRIGUEZ PEÑA 149,4372-2852,mediterranhotel@yahoo.com.ar,,Hospedaje,RODRIGUEZ PEÑA,149,RODRIGUEZ PEÑA 149,-58.390666,-34.607346
478,HOTEL MANZANARES,MANZANARES 2339,4702-6839,hotelmanzanares@gmail.com,http://hmanzanares.blogspot.com.ar/,Hospedaje,MANZANARES,2339,MANZANARES 2339,-58.468606,-34.546957
477,HOTEL MAIPU,MAIPU 735,4328-8439,,,Hospedaje,MAIPU,735,MAIPU 735,-58.376786,-34.599586
476,HOTEL LEON,CALLAO AV. 758,4811-5054,,,Hospedaje,CALLAO,758,CALLAO AV. 758,-58.392962,-34.600185
475,HOTEL LA VASCONIA,SALTA 1806,4304-3031,vasconia1806@gmail.com,,Hospedaje,SALTA,1806,SALTA 1806,-58.382692,-34.629169
474,LA PIEDAD,"MITRE, BARTOLOME 1156",4381-6810,lapiedadhotel@gmail.com,http://lapiedadhotel.com.ar/,Hospedaje,BARTOLOME MITRE,1156,"MITRE, BARTOLOME 1156",-58.382930,-34.607428
473,LA ARGENTINA HOTEL,DE MAYO AV. 860,4342-0078,,,Hospedaje,AVENIDA DE MAYO,860,DE MAYO AV. 860,-58.378573,-34.608932
472,GRAN HOTEL ESPAÑA,TACUARI 80,4343-5541,ghetacuari@hotmail.com,,Hospedaje,TACUARI,80,TACUARI 80,-58.379145,-34.609220
471,HOTEL ORENSE,"MITRE, BARTOLOME 1359",4372-4441,INFORMES@HOTELORENSE.COM.AR,http://www.hotelorense.com.ar/,Hospedaje,BARTOLOME MITRE,1359,"MITRE, BARTOLOME 1359",-58.385695,-34.607545
470,HOTEL ARIES,GASCON 1147,4863-1232,info@arieshotel.com.ar,http://www.arieshotel.com.ar/,Hospedaje,GASCON,1147,GASCON 1147,-58.423232,-34.597154
469,GRAN HOTEL AMERICA,"IRIGOYEN, BERNARDO DE 1608",4307-8785,reservas@granhotelamerica.com.ar,http://www.granhotelamerica.com.ar/,Hospedaje,BERNARDO DE IRIGOYEN,1608,"IRIGOYEN, BERNARDO DE 1608",-58.378305,-34.627677
468,ALDEANO II,PASCO 136,4951-4102,hotelaldeano2@fibertel.com.ar,www.hotelaldeano.com.ar,Hospedaje,PASCO,136,PASCO 136,-58.397411,-34.611117
467,HOTEL ALBA,"GARAY, JUAN DE AV. 1381",4304-2935,hotelalbabsas@gmail.com,,Hospedaje,JUAN DE GARAY,1381,"GARAY, JUAN DE AV. 1381",-58.385471,-34.627051
466,HOTEL ROSEDAL,SANTIAGO DEL ESTERO 1677,4305-4840,,,Hospedaje,SANTIAGO DEL ESTERO,1677,SANTIAGO DEL ESTERO 1677,-58.384395,-34.627821
465,MANSION DANDI ROYAL,PIEDRAS 922,4361-3537,info@dandiroyal.com,http://www.mansiondandiroyal.com/,Boutique,PIEDRAS,0,, , 
464,HOTEL CLASICO,COSTA RICA 5480,4773-2353,info@hotelclasico.com,http://www.hotelclasico.com/,Boutique,COSTA RICA,5480,COSTA RICA 5480,-58.433586,-34.583587
463,IMAGINE HOTEL BOUTIQUE,MEXICO 1330,4383-2230,reservas@imaginehotelboutique.com,http://www.imaginehotelboutique.com/,Boutique,MEXICO,1330,MEXICO 1330,-58.385000,-34.615494
462,UNIQUE PALACIO SAN TELMO,URIARTE 606,3220-9150,reservas.bsas@hotels-unique.com,https://www.hotels-unique.com/es/hoteles/uniquepalaciosantelmo/,Boutique,URIARTE,606,, , 
461,ARRIBO BUENOS AIRES HOTEL BOUTIQUE,PERU 291,48342-5682,reservas@arribobuenosaireshotel.com,http://www.arribobuenosaireshotel.com/es/,Boutique,PERU,291,PERU 291,-58.374837,-34.611394
460,PALO SANTO HOTEL,BONPLAND 2275,5280-6100,,http://www.palosantohotel.com/?lang=es,Boutique,BONPLAND,2275,BONPLAND 2275,-58.432227,-34.578957
459,OWN GRAND PALERMO SOHO,GURRUCHAGA 2121,4831-0800,,,Boutique,GURRUCHAGA,2121,GURRUCHAGA 2121,-58.424182,-34.586135
458,PALERMO SOHO LOFT,ARMENIA 1396,4775-3620,info@palermosoholoft.com,http://www.palermosoholoft.com/,Boutique,ARMENIA,1396,ARMENIA 1396,-58.430427,-34.591448
457,CASA CHIC,EL SALVADOR 4786,4897-2062,atencionalcliente@casa-chic.com,http://www.casa-chic.com/,Boutique,EL SALVADOR,4786,EL SALVADOR 4786,-58.428048,-34.588855
456,FIRST PALERMO VIEJO HOTEL,GORRITI 5003,4833-3163,info@firstpalermohotel.com,http://firstpalermohotel.com/,Boutique,GORRITI,5003,GORRITI 5003,-58.431280,-34.589281
455,PALERMO TOWER,CHARCAS 4955,3220-1100,frontdesk@palermotower.com,www.palermotower.com,Boutique,CHARCAS,4955,CHARCAS 4955,-58.428549,-34.579554
454,C CHIC,PRINGLES 1286,4865-4314,,http://cchichotel.com/,Boutique,PRINGLES,1286,PRINGLES 1286,-58.426344,-34.596808
453,1828 SMART HOTEL,FRAY JUSTO SANTAMARIA DE ORO 1828,011 2060-9011,info@1828smarthotel.com,http://1828smarthotel.com/,Boutique,Fray Justo Sta. Maria de Oro,1828,FRAY JUSTO SANTAMARIA DE ORO 1828,-58.430112,-34.585593
452,HUB PORTEÑO,RODRIGUEZ PEÑA 1967,4815-6100,info@hubporteno.com,http://www.hubporteno.com/,Boutique,RODRIGUEZ PEÑA,1967,RODRIGUEZ PEÑA 1967,-58.386401,-34.588491
451,LAS CEPAS,MEXICO 1471,6009-1590,info@hotellascepas.com.ar,http://www.hotellascepas.com.ar/,Boutique,MEXICO,1471,MEXICO 1471,-58.387011,-34.615482
450,POLLOCK HOTEL,COSTA RICA 4752,011 2075-4211,pollockhotel@gmail.com,http://www.pollockhotelboutique.com/,Boutique,COSTA RICA,4752,COSTA RICA 4752,-58.427775,-34.587723
449,MAITRE HOTEL BOUTIQUE,ARCE 385,4771-4722,info@hotelmaitre.com.ar,http://www.hotelmaitre.com.ar/,Boutique,ARCE,385,ARCE 385,-58.431219,-34.570669
448,SILEO HOTEL,AZCUENAGA 1968,4809-0001,info@sileohotel.com,http://www.sileohotel.com/,Boutique,AZCUENAGA,1968,AZCUENAGA 1968,-58.394673,-34.587034
447,PATIOS DE SAN TELMO,CHACABUCO 752,4307-0480,info@patiosdesantelmo.com.ar,http://patiosdesantelmo.com.ar/,Boutique,CHACABUCO,752,CHACABUCO 752,-58.375913,-34.616853
446,HOTEL CLUB FRANCES,RODRIGUEZ PEÑA 1832,48125235,info@hotelclubfrances.com.ar,http://www.hotelclubfrances.com.ar/,Boutique,RODRIGUEZ PEÑA,1832,RODRIGUEZ PEÑA 1832,-58.387668,-34.589643
445,SAN TELMO LUXURY,CHILE 437,4343-1777,info@santelmoluxury.com,http://www.santelmoluxury.com/,Boutique,CHILE,437,CHILE 437,-58.372323,-34.615994
444,L' HOTEL PALERMO,THAMES 1562,4831-7198,info@lhotelpalermo.com,http://www.lhotelpalermo.com/es/index.html,Boutique,THAMES,1562,THAMES 1562,-58.431555,-34.588274
443,POP HOTEL,"RAMIREZ DE VELASCO, JUAN 793",4776-6900,reservations@pophotelsbuenosaires.com,http://www.pophotelsbuenosaires.com/,Boutique,VELASCO,793,"RAMIREZ DE VELASCO, JUAN 793",-58.439022,-34.595820
442,PALERMO PLACE,NICARAGUA 5865,3220-9600,frontdesk@palermoplace.com,PALERMOPLACE.COM,Boutique,NICARAGUA,5865,NICARAGUA 5865,-58.436195,-34.579558
441,TIANA BUENOS AIRES,HUMBERTO 1° 629,4300-8177,,www.tianabuenosaires.com.ar,Boutique,HUMBERTO PRIMO,629,HUMBERTO 1° 629,-58.374774,-34.620747
440,MIO BUENOS AIRES HOTEL,"QUINTANA, MANUEL, PRES. AV. 465",5295-8500,reservas@miobuenosaires.com,http://miobuenosaires.com/,Boutique,QUINTANA,465,"QUINTANA, MANUEL, PRES. AV. 465",-58.389562,-34.588573
439,SERENA HOTEL BUENOS AIRES,LIBERTAD 1617,4813-3226,recepcion@serenahoteles.com,http://www.serenahoteles.com/es-buenos-aires.html,Boutique,LIBERTAD,1617,LIBERTAD 1617,-58.383395,-34.589394
438,HOTEL FIERRO BOUTIQUE,SOLER 5862,3220-6800,info@fierrohotel.com,http://fierrohotel.com/,Boutique,SOLER,5862,SOLER 5862,-58.435264,-34.578827
437,ALGODON MANSION BUENOS AIRES,MONTEVIDEO 1647,113530-7777,reservations@algodonmansion.com.,http://www.algodonmansion.com/,Boutique,MONTEVIDEO,1647,MONTEVIDEO 1647,-58.387402,-34.591235
436,ILUM EXPERIENCE HOME,EL SALVADOR 5726,4776-8667,ilum@ilumhotel.com,http://ilumhotel.com/,Boutique,EL SALVADOR,5726,EL SALVADOR 5726,-58.436768,-34.582309
435,BE JARDIN ESCONDIDO,GORRITI 4746,48346166,jardinescondido@bourbon.com.ar,http://www.bourbon.com.br/hoteis-e-resorts-pt/,Boutique,GORRITI,4746,GORRITI 4746,-58.428591,-34.591138
434,BE HOLLYWOOD,HUMBOLDT 1726,5555-8100,,,Boutique,HUMBOLDT,1726,HUMBOLDT 1726,-58.435153,-34.584593
433,PALERMITANO HOTEL,URIARTE 1648,4897-2100,nfo@palermitano.biz,http://www.palermitano.biz/es/index.php,Boutique,URIARTE,1648,URIARTE 1648,-58.431635,-34.587098
432,SISSI HAZ HOTEL BOUTIQUE,MALABIA 1561,4832-9470,info@sissihaz.com.ar,http://www.sissihaz.com.ar,Boutique,MALABIA,1561,MALABIA 1561,-58.427447,-34.591103
431,ATEMPO DESIGN HOTEL,AREVALO 1564,5297-3333,info@atempohotel.com,http://www.atempohotel.com/,Boutique,AREVALO,1564,AREVALO 1564,-58.441798,-34.582083
430,RENDEZ VOUS HOTEL BUENOS AIRES,BONPLAND 1484,3964-5222,info@rendezvoushotel.com.ar,WWW.RENDEZVAUSHOTEL.COM.AR,Boutique,BONPLAND,1484,BONPLAND 1484,-58.439445,-34.585110
429,HOWARD JOHNSON HOTEL BOUTIQUE RECOLETA,PEÑA 2049,4800-1992,reservas@hjboutiquerecoleta.com.ar,http://www.hjboutiquerecoleta.com.ar/,Boutique,PEÑA,2049,PEÑA 2049,-58.395371,-34.592269
428,DUQUE HOTEL BOUTIQUE Y SPA,GUATEMALA 4364,4832-0312,info@duquehotel.com,www.duquehotel.com,Boutique,GUATEMALA,4364,GUATEMALA 4364,-58.421080,-34.588793
427,5411 SOHO HOTEL BOUTIQUE Y SPA,THAMES 1565,4833-9233,hello@5411soho.com,http://www.5411soho.com/,Boutique,THAMES,1565,THAMES 1565,-58.431380,-34.588290
426,LE VITRAL BAIRES PETIT HOTEL BOUTIQUE,AYACUCHO 277,4953-6800,reservas@hotelvitral.com,http://www.hotelvitral.com/,Boutique,AYACUCHO,277,AYACUCHO 277,-58.395070,-34.606189
425,ESPLENDOR PALERMO HOLLYWOOD,FITZ ROY 2172,4772-7070,frontdesk@esplendorpalermohollywood.com,WWW.ESPLENDORPALERMOHOLLYWOOD.COM,Boutique,FITZ ROY,2172,FITZ ROY 2172,-58.432252,-34.580527
424,OWN PALERMO HOLLYWOOD,"CABRERA, JOSE A. 5556",4772-8100,reservations@ownpalermo.com,http://ownpalermo.com/,Boutique,CABRERA,5556,"CABRERA, JOSE A. 5556",-58.437474,-34.586263
423,HOTEL BOUTIQUE BONITO BUENOS AIRES,CHILE 1507,4381-2162,info@bonitobuenosaires.com,www.bonitobuenosaires.com,Boutique,CHILE,1507,CHILE 1507,-58.387633,-34.616666
422,HOTEL BOUTIQUE RACO DE BUENOS AIRES,YAPEYU 269,011 3530-6075,info@racodebuenosaires.com.ar,www.racobuenosaires.com.ar,Boutique,YAPEYU,269,YAPEYU 269,-58.421648,-34.615388
421,RUGANTINO,URIARTE 1844,011 6379-5113,rugantinohotel@gmail.com,http://www.rugantinohotelboutique.com/,Boutique,URIARTE,1844,URIARTE 1844,-58.429629,-34.585770
420,JAM SUITES BOUTIQUE HOTEL,MALABIA 1442,4832-5188,contacto@jamsuiteshotel.com,http://www.jamsuiteshotel.com/,Boutique,MALABIA,1442,MALABIA 1442,-58.428769,-34.591843
419,MONARCA HOTELES,25 DE MAYO 724,4314-1101,reservas-lascondes@monarcahoteles.com,http://www.monarcahoteles.com/,Boutique,25 DE MAYO,724,25 DE MAYO 724,-58.371456,-34.599315
418,MAGNOLIA HOTEL BOUTIQUE,"ALVAREZ, JULIAN 1746",4867-4900,info@magnoliahotelboutique.com,http://magnoliahotelboutique.com/palermo-buenosaires/,Boutique,JULIAN ALVAREZ,1746,"ALVAREZ, JULIAN 1746",-58.421804,-34.591078
417,TANGUERO BOUTIQUE HOTEL,SUIPACHA 780,4393-4676,info@tanguerohotel.com,http://www.tanguerohotel.com/,Boutique,SUIPACHA,780,SUIPACHA 780,-58.379768,-34.599249
416,HOTEL BABEL,BALCARCE 946,4300-8300,,http://www.hotelbabel.com.ar/es/index.php,Boutique,BALCARCE,946,BALCARCE 946,-58.370103,-34.618866
415,EUROBUILDING HOTEL BOUTIQUE BS AS,LIMA 187,5352-1111,buenosaires@hoteleuro.com,www.eurobuilding.com.ar,Boutique,LIMA,187,LIMA 187,-58.381922,-34.610670
414,MARIPOSITA DE SAN TELMO,"CALVO, CARLOS 950",4300-3247,info@mariposita.com.ar,www.mariposita.com.ar,Boutique,CARLOS CALVO,950,"CALVO, CARLOS 950",-58.379394,-34.619776
413,NUSS BS AS SOHO,EL SALVADOR 4916,4833-8100,info@nusshotel.com,www.nusshotel.com,Boutique,EL SALVADOR,4916,EL SALVADOR 4916,-58.429424,-34.587931
412,CASA CALMA WELLNESS HOTEL,SUIPACHA 1015,4312-5000,info@casacalmahotel.com,http://www.casacalmahotel.com/,Boutique,SUIPACHA,1015,SUIPACHA 1015,-58.379885,-34.596262
411,CASASUR ART HOTEL,CALLAO AV. 1823,4515-0085,,http://www.casasurhotel.com/recoleta/esp/index.php,Boutique,CALLAO,1823,CALLAO AV. 1823,-58.388661,-34.588962
410,ULTRA HOTEL,GORRITI 4929,4833-9200,reservas@hotelultra.com,www.hotelultra.com,Boutique,GORRITI,4929,GORRITI 4929,-58.430477,-34.589798
409,MIRAVIDA SOHO,DARREGUEYRA 2050,4773-6433,info@miravidasoho.com,http://www.miravidasoho.com/,Boutique,DARREGUEYRA,2050,DARREGUEYRA 2050,-58.427652,-34.584355
408,HOTEL COSTA RICA,COSTA RICA 4137,4864-7390,info@hotelcostarica.com.ar,http://www.hotelcostarica.com.ar/shop/index.asp,Boutique,COSTA RICA,4137,COSTA RICA 4137,-58.421162,-34.591536
407,HOTEL ROONEY'S,"SARMIENTO 1775,3",5252-5060,info@rooneysboutiquehotel.com,http://rooneysboutiquehotel.com/,Boutique,SARMIENTO,1775,SARMIENTO 1775,-58.391884,-34.605583
406,BOUTIQUE ZEN SUITES,AYACUCHO 55,11-3974-1877,contacto@boutiquezensuite.com,http://www.boutiquezensuite.com/,Boutique,AYACUCHO,55,AYACUCHO 55,-58.394868,-34.608686
405,HOTEL BLUE SOHO,EL SALVADOR 4735,4831-9147,contacto@hotelbluesoho.com,http://www.hotelbluesoho.com/,Boutique,EL SALVADOR,4735,EL SALVADOR 4735,-58.427517,-34.589076
404,TELMHO HOTEL BOUTIQUE,DEFENSA 1086,4307-9898,recepcion@telmho-hotel.com.ar,www.telmhohotel.com.ar,Boutique,DEFENSA,1086,DEFENSA 1086,-58.371408,-34.620445
403,PUROBAIRES HOTEL BOUTIQUE,"VEGA, NICETO, CNEL. 4788",4139-0100,info@purobaires.com.ar,www.purobaires.com.ar,Boutique,Niceto Vega,4788,"VEGA, NICETO, CNEL. 4788",-58.431267,-34.592371
402,VITRUM HOTEL,GORRITI 5641,4776-5030,info@vitrumhotel.com,www.vitrumhotel.com,Boutique,GORRITI,5641,GORRITI 5641,-58.437568,-34.584573
401,MARSEILLES DES ANGES,ARENALES 1392,5219-2526,booking@marseilledesanges.com,www.marseillesdesanges.com,Boutique,ARENALES,1392,ARENALES 1392,-58.387139,-34.594670
400,COMPLEJO TANGO,BELGRANO AV. 2608,4941-1119,reservas@complejotango.com.ar,www.complejotango.com.ar,Boutique,BELGRANO,2608,BELGRANO AV. 2608,-58.403145,-34.614620
399,LEGADO MITICO BUENOS AIRES,GURRUCHAGA 1848,4833-1300,reservasbsas@legadomitico.com,www.legadomitico.com,Boutique,GURRUCHAGA,1848,GURRUCHAGA 1848,-58.426796,-34.587702
398,MINE HOTEL,GORRITI 4770,4832-1100,info@minehotel.com,http://www.minehotel.com/es/,Boutique,GORRITI,4770,GORRITI 4770,-58.428818,-34.590992
397,MORENO HOTEL BUENOS AIRES,MORENO 376,6091-2000,reservas@morenobuenosaires.com,http://morenobuenosaires.com/es/,Boutique,MORENO,376,MORENO 376,-58.371534,-34.611306
396,HOME HOTEL BS AS,HONDURAS 5860,4779-1006,cocina@homebuenosaires.com,http://www.homebuenosaires.com/es/,Boutique,HONDURAS,5860,HONDURAS 5860,-58.438987,-34.582126
395,VAIN BOUTIQUE HOTEL,THAMES,4776-8246,info@vainuniverse.com,http://www.vainuniverse.com/,Boutique,THAMES,0,, , 
394,ESPLENDOR PALERMO SOHO,GUATEMALA 4931,4899-4000,reservas@esplendorpalermosoho.com,https://www.esplendorhoteles.com,Boutique,GUATEMALA,4931,GUATEMALA 4931,-58.426501,-34.584645
393,HOTEL RIBERA SUR,PASEO COLON AV. 1145,4361-7398,,WWW.RIBERASURHOTEL.COM.AR,Boutique,PASEO COLON,1145,PASEO COLON AV. 1145,-58.368522,-34.620992
392,BOHEMIA BUENOS AIRES HOTEL,PERU 845,4115-2561,,http://www.bohemiabuenosaires.com.ar/,Boutique,PERU,845,PERU 845,-58.374441,-34.617901
391,REINO DEL PLATA HOTEL BOUTIQUE,"YRIGOYEN, HIPOLITO 647",5272-4000,info@hotelreinodelplata.com.ar,http://www.hotelreinodelplata.com.ar/index_b.php,Boutique,HIPOLITO YRIGOYEN,647,"YRIGOYEN, HIPOLITO 647",-58.375556,-34.609206
390,DIDI ROOMS,HONDURAS 4742,4831-2596,info@didiroomsbuenosaires.com,http://www.didiroomsbuenosaires.com/,Boutique,HONDURAS,4742,HONDURAS 4742,-58.427614,-34.590470
389,KRISTA HOTEL BOUTIQUE,BONPLAND 1665,4771-4697,info@kristahotel.com.ar,http://www.kristahotel.com.ar/,Boutique,BONPLAND,1665,BONPLAND 1665,-58.437640,-34.583675
388,BoBo HOTEL,GUATEMALA 4882,4774-0505,,http://www.bobohotel.com/,Boutique,GUATEMALA,4882,GUATEMALA 4882,-58.426156,-34.585057
387,"MANSION VITRAUX BOUTIQUE HOTEL WINE, LOUNGE AND SPA","CALVO, CARLOS 369",4300-6886,,www.mansionvitraux.com,Boutique,Carlos Calvo,369,"CALVO, CARLOS 369",-58.371079,-34.619436
386,248 FINISTERRA,BAEZ 248,4776-8777,info@248finisterra.com,http://www.248finisterra.com/,Boutique,BAEZ,248,BAEZ 248,-58.430627,-34.572422
385,MELIA RECOLETA PLAZA BOUTIQUE HOTEL,POSADAS 1557,011 5353-4000,hotel@meliarecoletaplaza.com.ar,http://www.meliarecoletaplaza.com.ar/,Boutique,POSADAS,1557,POSADAS 1557,-58.387693,-34.587134
384,ESPLENDOR PLAZA FRANCIA,"SCHIAFFINO, EDUARDO 2189",54-11-48049631,frontdesk@esplendorplazafrancia.com,https://www.esplendorhoteles.com/es/hoteles/argentina/hoteles-en-ciudad-de-buenos-aires/esplendor-plaza-francia/,Boutique,E SCHIAFFINO,2189,"SCHIAFFINO, EDUARDO 2189",-58.388877,-34.585577
