long,lat,id,nombre,razon_social,cuit,tipo_de_boca,domicilio,calle_nombre,calle_altura,calle_cruce,barrio,comuna
-58.4191417631311,-34.5979535271792,202,SHELL,DEHEZA SAICFEI,30-51618667-0,LIQUIDOS,"AV. C…ORDOBA 3710 Y SALGUERO, CAPITAL FEDERAL",CORDOBA AV.,,"SALGUERO, JERONIMO",Almagro,Comuna 5
-58.391226812708794,-34.629631386384695,203,SHELL,ROCCA COMBUSTIBLES SA - 486,30-63776900-2,LIQUIDOS,"AV. ENTRE RIOS 1803, CAPITAL FEDERAL",BRASIL,1803.0,ENTRE RIOS AV.,Parque Patricios,Comuna 4
-58.404401277430495,-34.616925031993105,204,SHELL,"IMPIERI, PIÑEIRO, RIZZO Y ASOCIADOS S.A.",30-71228904-6,DUAL,"MEXICO 2701 Y JUJUY, CAPITAL FEDERAL",JUJUY AV.,,MEXICO,Balvanera,Comuna 3
-58.4737496583984,-34.5413789711133,205,SHELL,DEHEZA SAICFEI,30-51618667-0,LIQUIDOS,"AV. CABILDO 4701, CAPITAL FEDERAL",CABILDO AV.,4701.0,DEHEZA,Nu\u00f1ez,Comuna 13
-58.4000268262593,-34.5796002023137,206,SHELL,DEHEZA SAICFEI,30-51618667-0,LIQUIDOS,"AV. FIGUEROA ALCORTA 3099, CAPITAL FEDERAL","CASTILLA, RAMON, MARISCAL",3099.0,OBARRIO MANUEL,Palermo,Comuna 14
-58.5048611047553,-34.5603392494382,207,SHELL,DEHEZA SA,30-51618667-0,LIQUIDOS,"AV. GRAL. PAZ 5500- MANO CAPITAL, CAPITAL FEDERAL","GERCHUNOFF, ALBERTO",,"PAZ, GRAL. AV.",Saavedra,Comuna 12
-58.4338582866393,-34.5844401471111,208,SHELL,DEFAZIO S.A.,30-70765158-6,DUAL,"AV.JUAN B.JUSTO 1502, CAPITAL FEDERAL",EL SALVADOR,1502.0,"JUSTO, JUAN B. AV.",Palermo,Comuna 14
-58.3696708210252,-34.6180772278652,209,SHELL,DEHEZA SAICFEI,30-51618667-0,LIQUIDOS,"AV. PASEO COLON 849, CAPITAL FEDERAL","GIUFFRA, JOSE M.,DR.",849.0,PASEO COLON AV.,San Telmo,Comuna 1
-58.3906617939471,-34.6303404053316,210,SHELL,ROCCA COMBUSTIBLES SA - 1307,30-63776900-2,LIQUIDOS,"AV. ENTRE RIOS 1890, CAPITAL FEDERAL","ECHAGUE, PEDRO",1890.0,ENTRE RIOS AV.,Constitucion,Comuna 1
-58.51674912948461,-34.6329308448949,211,SHELL,SERVICIO SAN JORGE S.A.,30-67791583-4,LIQUIDOS,"AV JUAN B. JUSTO Nõ 9091, CAPITAL FEDERAL","JUSTO, JUAN B. AV.",,MIRANDA,Versalles,Comuna 10
-58.3867466765056,-34.637011576777304,212,SHELL,GHIOLDI HNOS S A T C I F,30-52996331-5,LIQUIDOS,"AV.AMANCIO ALCORTA Y LOS PATOS, CAPITAL FEDERAL",LOS PATOS,,PERDRIEL,Barracas,Comuna 4
-58.3909364200992,-34.5763701730918,213,SHELL,DEHEZA SAICFEI,30-51618667-0,LIQUIDOS,"AUT. ILLIA ENTRE 7 Y PEAJE, CAPITAL FEDERAL","CASTILLO, RAMON S., PRES. AV.",,SIN NOMBRE OFICIAL (ALT. AV RAFAEL OBLIGADO 1170),Recoleta,Comuna 2
-58.49629042982221,-34.6554774605901,214,SHELL,PARENTE MARGARITA,27-15248236-7,LIQUIDOS,"AV.DIRECTORIO 5698, CAPITAL FEDERAL",DIRECTORIO AV.,5698.0,LARRAYA,Mataderos,Comuna 9
-58.4700577704529,-34.5786528376455,215,SHELL,ROJO Y AMARILLO SRL,30-70855280-8,LIQUIDOS,"A.THOMAS 2010, CAPITAL FEDERAL",ALVAREZ THOMAS AV.,2010.0,DONADO,Villa Ortuzar,Comuna 15
-58.5126631454299,-34.6589444589008,216,SHELL,ROCCA COMBUSTIBLES S.A.,30-63776900-2,LIQUIDOS,"Av. Juan B. Alberdi 7019 Y CARHUE, CAPITAL FEDERAL",ARTIGAS MANUEL DE,,CARHUE,Mataderos,Comuna 9
-58.4909776807058,-34.5826688262097,218,SHELL,ACENAF S.R.L.,30-68069096-7,LIQUIDOS,"AV.DE LOS CONTITUYENTES 4435, CAPITAL FEDERAL","CUBAS, JOSE",,DE LOS CONSTITUYENTES AV.,Villa Urquiza,Comuna 12
-58.484967473680804,-34.5890880020307,219,SHELL,COLON S.R.L.,30-51677394-0,LIQUIDOS,"AV. CONSTITUYENTES 3516, CAPITAL FEDERAL","BEIRO, FRANCISCO AV.",3516.0,DE LOS CONSTITUYENTES AV.,Agronomia,Comuna 15
-58.416273928616896,-34.637933453393394,220,SHELL,DEVOTO STATION SA,33-70085127-9,LIQUIDOS,"AV. CHICLANA 3702, CAPITAL FEDERAL",BOEDO AV.,3702.0,CHICLANA AV.,Boedo,Comuna 5
-58.3635546483074,-34.6300295305156,221,SHELL,UPAT,30-61180071-8,DUAL,"AVENIDA ALMIRANTE GUILLERMO BROWN 600 Y 20 DE SEPTIEMBRE, CAPITAL FEDERAL","BROWN, ALTE. AV.",,20 DE SETIEMBRE,Boca,Comuna 4
-58.3814191110808,-34.589289513957404,222,SHELL,DEHEZA SAICFEI,30-51618667-0,LIQUIDOS,"LIBERTADOR 550, CAPITAL FEDERAL",DEL LIBERTADOR AV.,550.0,"PELLEGRINI, CARLOS",Retiro,Comuna 1
-58.4693295921429,-34.6969705419266,223,SHELL,TRIGAS S.A.,30-64449690-9,DUAL,"AV.CNEL.ROCA N› 6883, CAPITAL FEDERAL","ROCA, CNEL. AV.",,SALADILLO,Villa Riachuelo,Comuna 8
-58.4448803005485,-34.6609308383233,224,SHELL,GOMCOM SA,33-70817210-9,DUAL,"AV F.F.DE LA CRUZ 3205, CAPITAL FEDERAL","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",3205.0,PORTELA,Villa Soldati,Comuna 8
-58.4663395382481,-34.5681296162712,225,SHELL,CRISTINA ISABELLI DE MARTINEZ E HIJOS SH,30-70868888-2,LIQUIDOS,"JURAMENTO 3411, CAPITAL FEDERAL",JURAMENTO,3411.0,SUPERI,Belgrano,Comuna 13
-58.3817623308788,-34.6180641685866,226,SHELL,ESTACION LIMA SA,30-53767985-5,LIQUIDOS,"LIMA 835/99, CAPITAL FEDERAL",INDEPENDENCIA AV.,,LIMA,Constitucion,Comuna 1
-58.442988512416704,-34.5622495969563,227,SHELL,DEHEZA SAICFEI N.33,30-51618667-0,LIQUIDOS,"AV. LIBERTADOR 5414, CAPITAL FEDERAL",DEL LIBERTADOR AV.,5414.0,SOLDADO DE LA INDEPENDENCIA,Belgrano,Comuna 13
-58.426943048759796,-34.591919351430604,228,SHELL,KINKA S.A.,30-61553006-5,LIQUIDOS,"AV.RAUL S. ORTIZ 1406, CAPITAL FEDERAL",GORRITI,1406.0,"SCALABRINI ORTIZ, RAUL AV.",Palermo,Comuna 14
-58.4599947192755,-34.6305300698512,229,SHELL,ALBERDI 2299 SRL 2,33-70934480-9,DUAL,"AV. JUAN B. ALBERDI 2299, CAPITAL FEDERAL","ALBERDI, JUAN BAUTISTA AV.",2299.0,MEMBRILLAR,Flores,Comuna 7
-58.41772599423822,-34.6385434602086,111,SIN MARCA,CHICLANA 3827 S.R.L.,30-66307899-9,DUAL,"AVDA. CHICLANA 3827, BOEDO",CHICLANA AV.,3827.0,"JANTIN, JUAN BAUTISTA",Boedo,Comuna 5
-58.4933108623375,-34.5942400783363,110,SIN MARCA,GNC AGRONOMIA S.A.,30-64935548-3,GNC,"AV. FCO. BEIRO 2801, CAPITAL FEDERAL","BEIRO, FRANCISCO AV.",2801.0,TERRADA,Agronomia,Comuna 15
-58.5020517557344,-34.6669416940055,109,SIN MARCA,ESPINOZA RUBEN EMILIO,20-04824852-8,,"CARDENAS 2694 Y SAN PEDRO, MATADEROS","CARDENAS, CNEL. AV.",,SAN PEDRO,Mataderos,Comuna 9
-58.451399250243995,-34.6157007737496,108,SIN MARCA,CASADO DANIEL ANGEL,20-07727312-4,,"NEUQUEN 1241 Y PAYSANDU, CABALLITO",AMBERES,,NEUQUEN,Caballito,Comuna 6
-58.41031751520579,-34.6152909657718,107,SIN MARCA,POLICIA FEDERAL ARGENTINA (SECCION COMBUSTIBLES),30-62405191-9,LIQUIDOS,"AVDA. BELGRANO 3144 E/URQUIZA Y 24 DE NOVIEMBRE, BALVANERA",BELGRANO AV.,,"URQUIZA, GRAL.",Balvanera,Comuna 3
-58.448869032419005,-34.6002204331651,106,SIN MARCA,COMBUSTIBLES WARNES S.R.L.,30-70859181-1,LIQUIDOS,"AVDA. WARNES 880, VILLA CRESPO - C.A.B.A.",THAMES,880.0,WARNES AV.,Villa Crespo,Comuna 15
-58.385166186394216,-34.5777002315463,105,SIN MARCA,DEL BUEN PUERTO S.R.L.,30-70802799-1,LIQUIDOS,"JUNIN S/N E/ CASTILLO Y RAFAEL OBLIGADO (DARSENA F), PUERTO - C.A.B.A.",CALLE 12 (NO OFICIAL),,CALLE 13 (NO OFICIAL),Recoleta,Comuna 2
-58.475020174899996,-34.6058204323322,104,SIN MARCA,NAF GAS S.A.,30-69544390-7,DUAL,"CARACAS 2319 Y AVDA. ALVARES JONTE, PATERNAL - C.A.B.A.",ALVAREZ JONTE,,CARACAS,Villa Del Parque,Comuna 11
-58.5192520699312,-34.610100311848,103,SIN MARCA,INDEGAS SA,33-64545312-9,GNC,"AVENIDA FRANCISCO BEIRO ENTRE QUEVEDO Y DESAGUADERO, CAPITAL FEDERAL","BEIRO, FRANCISCO AV.",,QUEVEDO,Villa Devoto,Comuna 11
-58.4679397587856,-34.5894500940309,102,SIN MARCA,RIVELLO NILDA EUSEBIA,27-09999306-0,,"HEREDIA 207 Y DEL CAMPO, CHACARITA - C.A.B.A.",DEL CAMPO AV.,,HEREDIA,Villa Ortuzar,Comuna 15
-58.4656092936952,-34.538318941477996,101,SIN MARCA,PEGO S.A.,30-68242004-5,,"AVDA. DEL LIBERTADOR 8404 Y ARIAS, NUÑEZ",ARIAS,,DEL LIBERTADOR AV.,Nu\u00f1ez,Comuna 13
-58.508741833836496,-34.6387310168051,100,SIN MARCA,ORTFRE S.R.L.,30-68369127-1,LIQUIDOS,"AVDA. RIVADAVIA 10301 Y DUPUY, VILLA LURO - C.A.B.A.",CORVALAN,,DUPUY,Villa Luro,Comuna 10
-58.3788662107895,-34.6183511892693,99,SIN MARCA,LUPONE RICARDO DANIEL,20-17254687-1,LIQUIDOS,"TACUARI 885 Y ESTADOS UNIDOS, CAPITAL FEDERAL",ESTADOS UNIDOS,,TACUARI,Constitucion,Comuna 1
-58.4248942629212,-34.6338513179599,113,SOL,CASAMASSIMA Y CAVALLIERI S.H.,30-70807233-4,LIQUIDOS,"AV. LA PLATA 1614 ESQ. INCLAN, CAPITAL FEDERAL",INCLAN,,LA PLATA AV.,Boedo,Comuna 5
-58.3960769245871,-34.6166710668915,112,SOL,GRAN GARAGE RINCON 658 S.R.L.,30-53776273-6,LIQUIDOS,"RINCON 658, BALVANERA",CHILE,658.0,RINCON,Balvanera,Comuna 3
-58.5205720140835,-34.5946699536668,83,YPF,MARIA CRISTINA CORTTI,27-12743362-9,LIQUIDOS,"AVENIDA GENERAL JOSE MARIA PAZ 6850 Y AVENIDA GENERAL PAZ, CAPITAL FEDERAL",GRIVEO,,"PAZ, GRAL. AV.",Villa Devoto,Comuna 11
-58.471840226101705,-34.6315510348823,82,YPF,ACA FLORES,30-50014329-7,DUAL,"AVENIDA BERNARDINO RIVADAVIA 7530 Y JOSE MARTI, CAPITAL FEDERAL",HELGUERA,,"MARTI, JOSE",Flores,Comuna 7
-58.43219820715589,-34.5831101249381,81,YPF,OPESSA NICARAGUA,30-67877449-5,LIQUIDOS,"AVENIDA J B JUSTO 1215 Y NICARAGUA, CAPITAL FEDERAL","JUSTO, JUAN B. AV.",,NICARAGUA,Palermo,Comuna 14
-58.4697803813015,-34.6651318118201,80,YPF,CALITRI F L Y NIETO A H SH,33-70940148-9,LIQUIDOS,"GENERAL M DE ESCALADA 2951 Y ARTIGAS, CAPITAL FEDERAL",CASTA\u00d1ARES AV.,,ESCALADA AV.,Villa Lugano,Comuna 8
-58.4617299317022,-34.6498715028608,79,YPF,SUPER SERVICIOS SA,30-65423606-9,LIQUIDOS,"CAMBIESES 1780 Y FRANK BROWN, CAPITAL FEDERAL","ACOSTA, MARIANO",,"MORENO, PERITO AV.",Flores,Comuna 7
-58.385516562064105,-34.6282613830027,78,YPF,SAN-BRA,30-64426361-0,GNC,"BRASIL Y SAN JOSE, CAPITAL FEDERAL",BRASIL,,SAN JOSE,Constitucion,Comuna 1
-58.4341985033939,-34.6126807892654,77,YPF,AVEGAS SA,30-64189440-7,GNC,"AVENIDA AVELLANEDA 250 ENTRE CAMPICHUELO Y OTAMENDI, CAPITAL FEDERAL",AVELLANEDA,,SAN SEBASTIAN,Caballito,Comuna 6
-58.4779207819039,-34.6730519526957,76,YPF,NAFPUR XXI SA,30-70798373-2,GNC,"JUAN ZELARRAYAN 5530 Y AVENIDA ARGENTINA, CAPITAL FEDERAL",ARGENTINA AV.,,ZELARRAYAN,Villa Lugano,Comuna 8
-58.413687622727004,-34.6104608390953,19,YPF,OPESSA ACA ONCE,30-67877449-5,LIQUIDOS,"AVENIDA RIVADAVIA 3341 Y AGUERO, CAPITAL FEDERAL",AGUERO,,ESPARZA,Balvanera,Comuna 3
-58.495840686674214,-34.5550291730296,75,YPF,ESTACION DE SERVICIO NORTENA SRL,30-53778132-3,DUAL,"AVENIDA DR RICARDO BALBIN 4491 Y CORREA, CAPITAL FEDERAL","BALBIN, RICARDO, DR. AV.",,GALVAN,Saavedra,Comuna 12
-58.46811002511151,-34.6254809147282,74,YPF,GNC AVELLANEDA,30-64181927-8,DUAL,"AVENIDA DR NICOLAS AVELLANEDA ENTRE CONDARCO Y BOLIVIA, CAPITAL FEDERAL",AVELLANEDA AV.,,ESTADO PLURINACIONAL DE BOLIVIA,Flores,Comuna 7
-58.4764707236135,-34.6734519689853,73,YPF,NAFPUR SA,33-60872427-9,DUAL,"LARRAZABAL Y ZELARRAYAN, CAPITAL FEDERAL","DELLEPIANE, LUIS, TTE. GRAL.",,LARRAZABAL,Villa Lugano,Comuna 8
-58.4290483561094,-34.6224210367243,72,YPF,RERIFE SA,30-67790900-1,LIQUIDOS,"AVENIDA ALBERDI 100 Y SENILLOSA, CAPITAL FEDERAL","ALBERDI, JUAN BAUTISTA AV.",,SENILLOSA,Caballito,Comuna 6
-58.498361353617106,-34.6328409336327,71,YPF,CORRO NORTE SA,33-55274485-9,LIQUIDOS,"AVENIDA CANONIGO M DEL CORRO 501 Y ARANGUREN, CAPITAL FEDERAL","ARANGUREN, JUAN F., DR.",,"CORRO, MIGUEL C. DEL, CANONIGO AV.",Velez Sarsfield,Comuna 10
-58.4409587191568,-34.6030305360416,70,YPF,NOCEDA SA,30-59730428-1,DUAL,"AVENIDA CNEL IGNACIO WARNES 236 Y CAMPICHUELO, CAPITAL FEDERAL","MARECHAL, LEOPOLDO",,WARNES AV.,Villa Crespo,Comuna 15
-58.49100099920671,-34.6267308305213,69,YPF,DARSISA SA,30-68692984-8,LIQUIDOS,"AVENIDA DR JUAN BAUTISTA JUSTO 7099 Y AVENIDA SEGUROLA, CAPITAL FEDERAL","JUSTO, JUAN B. AV.",,SEGUROLA AV.,Floresta,Comuna 10
-58.498101150984795,-34.6062803291439,68,YPF,GOPA SACIF Y A,33-52022773-9,LIQUIDOS,"NOGOYA 3641 ENTRE EMILIO LAMARCA Y CONCORDIA, CAPITAL FEDERAL","LAMARCA, EMILIO",,NOGOYA,Villa Del Parque,Comuna 11
-58.4804104174218,-34.6079504543686,67,YPF,FUENTE DE PETROLEO SA,30-64629791-1,LIQUIDOS,"AVENIDA ANTONIO ALVAREZ JONTE 2695 Y CONDARCO, CAPITAL FEDERAL",ALVAREZ JONTE AV.,,CONDARCO,Villa Del Parque,Comuna 11
-58.4651097797667,-34.608960552667,66,YPF,ARGAS SA,30-64357490-6,GNC,"AVENIDA DR JUAN BAUTISTA JUSTO 4611, CAPITAL FEDERAL","JUSTO, JUAN B. AV.",,NIZA,Villa Gral. Mitre,Comuna 11
-58.527602599412,-34.6346408302503,65,YPF,GASOLEO SA,30-62009805-8,LIQUIDOS,"AVENIDA DR JUAN BAUTISTA JUSTO 9750 ENTRE GHANA Y CUZCO, CAPITAL FEDERAL","PAZ, GRAL. AV.",,AUTOPISTA PERITO MORENO,Versalles,Comuna 10
-58.437168277179204,-34.563639657119396,64,YPF,SUPER SERVICIO SA,30-65423606-9,LIQUIDOS,"AVENIDA DEL LIBERTADOR 5002 Y OLLEROS, CAPITAL FEDERAL",DEL LIBERTADOR AV.,,OLLEROS AV.,Palermo,Comuna 14
-58.42637805581821,-34.5962304524686,63,YPF,OPESSA PRINGLES,30-67877449-5,LIQUIDOS,"AVENIDA CORDOBA 4201 Y PRINGLES, CAPITAL FEDERAL",CORDOBA AV.,,PRINGLES,Palermo,Comuna 14
-58.4325286002592,-34.6359913293807,62,YPF,PSF UNISERVICIOS,30-68281630-5,LIQUIDOS,"AVENIDA JOSE M MORENO 1485 Y AVELLINO DIAZ, CAPITAL FEDERAL","DIAZ, AVELINO",,"MORENO, JOSE MARIA AV.",Parque Chacabuco,Comuna 7
-58.38999670949389,-34.6224512285013,61,YPF,SAN JUAN Y SOLIS ALVAREZ Y DI LEVA SA,30-54025916-6,LIQUIDOS,"AVENIDA SAN JUAN 1701 Y SOLIS, CAPITAL FEDERAL",SAN JUAN AV.,,SOLIS,Constitucion,Comuna 1
-58.3993772586347,-34.6439016723885,60,YPF,MADRO SA,30-67918597-3,LIQUIDOS,"AVENIDA AMANCIO ALCORTA 2711 Y MONTESQUIEU, CAPITAL FEDERAL","ALCORTA, AMANCIO AV.",,MONTESQUIEU,Parque Patricios,Comuna 4
-58.442068857812785,-34.6158308225162,59,YPF,KLIVE SA,30-57836777-9,LIQUIDOS,"COLPAYO 406 Y AVELLANEDA, CAPITAL FEDERAL",AVELLANEDA,,COLPAYO,Caballito,Comuna 6
-58.389226837572785,-34.6449017448586,58,YPF,OPESSA ACA VELEZ SARSFIELD,30-67877449-5,LIQUIDOS,"AVENIDA DR VELEZ SARSFIELD 850 Y TOLL, CAPITAL FEDERAL",TOLL,,VELEZ SARSFIELD AV.,Barracas,Comuna 4
-58.40766766413761,-34.6516818095335,57,YPF,GNC POMPEYA SRL,30-62798060-0,GNC,"AVENIDA AMANCIO ALCORTA 3415 Y PEPIRI, CAPITAL FEDERAL","ALCORTA, AMANCIO AV.",,PEPIRI,Nueva Pompeya,Comuna 4
-58.500731579202785,-34.6502313188746,56,YPF,ALBERDI GAS SA,30-64432049-5,DUAL,"AVENIDA ALBERDI ENTRE POLA Y FONROUGE, CAPITAL FEDERAL","ALBERDI, JUAN BAUTISTA AV.",,POLA,Mataderos,Comuna 9
-58.4878409725463,-34.6415011831633,55,YPF,SOLMAY SRL,30-70207150-6,LIQUIDOS,"AVENIDA ALBERDI 4402 Y MEDINA, CAPITAL FEDERAL","ALBERDI, JUAN BAUTISTA AV.",,MEDINA,Parque Avellaneda,Comuna 9
-58.430378324481495,-34.6101907511971,54,YPF,RIO DE JANEIRO SA,30-53845687-6,LIQUIDOS,"RIO DE JANEIRO 464 Y ESCRIBANO, CAPITAL FEDERAL",ESCRIBANO,,RIO DE JANEIRO,Caballito,Comuna 6
-58.4898908410705,-34.6112904838341,53,YPF,JONTE 3386 SRL,33-65333525-9,LIQUIDOS,"AVENIDA ANTONIO ALVAREZ JONTE 3386 Y LLAVALLOL, CAPITAL FEDERAL",ALVAREZ JONTE AV.,,LLAVALLOL,Villa Santa Rita,Comuna 11
-58.49096127770989,-34.6655317165441,52,YPF,DESTINATUM S.A.,30-71213502-2,LIQUIDOS,"AVENIDA EVA PERON 6102 Y MURGUIONDO, CAPITAL FEDERAL","PERON, EVA AV.",,MURGUIONDO,Villa Lugano,Comuna 8
-58.4233182659072,-34.6435315467054,51,YPF,POMPEYA GAS SA,30-64483733-1,GNC,"AVENIDA FERNANDEZ DE LA CRUZ Y FOURNIER, CAPITAL FEDERAL","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,FOURNIER,Nueva Pompeya,Comuna 4
-58.4795700682695,-34.5643294647407,50,YPF,LE BRETON SRL,30-65721366-3,LIQUIDOS,"CONGRESO 4008 Y PLAZA, CAPITAL FEDERAL","LE BRETON, TOMAS A.",,PLAZA,Villa Urquiza,Comuna 12
-58.507611846930104,-34.647131214123,49,YPF,GOMEZ DE MARTINEZ S Y/U OTRAS,30-55714439-7,LIQUIDOS,"AVENIDA CORONEL M LARRAZABAL 801 Y SCHMIDL, CAPITAL FEDERAL",LARRAZABAL AV.,,"SCHMIDL, ULRICO",Liniers,Comuna 9
-58.40383726642629,-34.618711075503995,48,YPF,INCAT SRL,30-51580021-9,DUAL,"AVENIDA INDEPENDENCIA 2701 Y JUJUY, CAPITAL FEDERAL",INDEPENDENCIA AV.,,JUJUY AV.,Balvanera,Comuna 3
-58.5171723583987,-34.6620915084822,47,YPF,LA ROTONDA SH,33-70744629-9,DUAL,"AVENIDA ALBERDI 7500 Y GENERAL PAZ, CAPITAL FEDERAL","ALBERDI, JUAN BAUTISTA AV.",,"PAZ, GRAL. AV.",Mataderos,Comuna 9
-58.4726501339458,-34.614010630746996,46,YPF,PROODOS SA,30-51870762-7,LIQUIDOS,"AVENIDA DR JUAN BAUTISTA JUSTO 5315 Y BELAUSTEGUI, CAPITAL FEDERAL","ARTIGAS, JOSE GERVASIO, GRAL.",,"BELAUSTEGUI, LUIS, DR.",Villa Gral. Mitre,Comuna 11
-58.375296172107106,-34.634021564406,45,YPF,ACA BARRACAS,30-50014329-7,LIQUIDOS,"AVENIDA MANUEL AUGUSTO MONTES DE OCA 492 Y AVENIDA MARTIN GARCIA, CAPITAL FEDERAL","GARCIA, MARTIN AV.",,"MONTES DE OCA, MANUEL AV.",Barracas,Comuna 4
-58.4468490035503,-34.6080606218401,44,YPF,OPESSA ACA CABALLITO,30-67877449-5,LIQUIDOS,"AVENIDA GAONA 1204 Y MARTIN DE GAINZA, CAPITAL FEDERAL","GAINZA, MARTIN DE, GRAL.",,GAONA AV.,Caballito,Comuna 6
-58.470946604420796,-34.5503091880363,43,YPF,AMBAS SA,30-64452904-1,GNC,"AVENIDA CRISOLOGO LARRALDE Y MOLDES, CAPITAL FEDERAL",MOLDES,,"LARRALDE, CRISOLOGO AV.",Saavedra,Comuna 12
-58.406037397640894,-34.62408118729,42,YPF,PETROLFE SA,30-69613100-3,LIQUIDOS,"AVENIDA SAN JUAN 2901 Y DEAN FUNES, CAPITAL FEDERAL",DEAN FUNES,,SAN JUAN AV.,San Cristobal,Comuna 3
-58.4665597769621,-34.600070342853996,41,YPF,NUESTRO SOSIEGO SA,30-57223430-0,LIQUIDOS,"AVENIDA TTE GRAL DONATO ALVAREZ 2290 Y MANUEL RICARDO TRELLES, CAPITAL FEDERAL",CUCHA CUCHA,,"TRELLES, MANUEL R. AV.",Paternal,Comuna 15
-58.5096917823078,-34.6260607230232,40,YPF,MAURER & GRUMELLI SRL,30-60131698-2,LIQUIDOS,"AVENIDA LOPE DE VEGA 1502 Y MIRANDA, CAPITAL FEDERAL",LOPE DE VEGA AV.,,MIRANDA,Villa Luro,Comuna 10
-58.4373781991578,-34.5514993797378,39,YPF,OPESSA ECHEVERRIA,30-67877449-5,LIQUIDOS,"AVENIDA FIGUEROA ALCORTA 6608 Y ECHEVERRIA, CAPITAL FEDERAL",ECHEVERRIA,,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,Comuna 13
-58.50692127225822,-34.571549494450196,38,YPF,OPESSA WALL MART CONSTITUYENTES,30-67877449-5,LIQUIDOS,"AVENIDA DE LOS CONSTITUYENTES 6070, CAPITAL FEDERAL",DE LOS CONSTITUYENTES AV.,6070.0,PIRAN,Villa Pueyrredon,Comuna 12
-58.454079262939,-34.6017404422408,37,YPF,UBR SA,30-70791830-2,LIQUIDOS,"AVENIDA JUAN B JUSTO 3508 Y GENERAL MARTIN RODRIGUEZ, CAPITAL FEDERAL","JUSTO, JUAN B. AV.",,"RODRIGUEZ, MANUEL A., GENERAL",Villa Crespo,Comuna 15
-58.4602993889334,-34.5827799795957,36,YPF,BOYACA CISA,30-53738787-0,LIQUIDOS,"AVENIDA SEBASTIAN ELCANO 4000 Y FRAGA, CAPITAL FEDERAL",ELCANO AV.,,FRAGA,Chacarita,Comuna 15
-58.478420802711106,-34.6730119493165,34,YPF,NAFPUR XXI SA,30-70798373-2,LIQUIDOS,"ARGENTINA 5620 Y ZELARRAYAN, CAPITAL FEDERAL",OLIDEN,,ZELARRAYAN,Villa Lugano,Comuna 8
-58.5301925890779,-34.618130440854394,33,YPF,OPESSA BEIRO,30-67877449-5,LIQUIDOS,"AVENIDA FRANCISCO BEIRO 5804 Y AV. GRAL. PAZ, CAPITAL FEDERAL","BEIRO, FRANCISCO AV.",,"PAZ, GRAL. AV.",Villa Real,Comuna 10
-58.4490691515069,-34.6156307835945,32,YPF,UNENS SRL,33-68843627-9,LIQUIDOS,"GERVASIO ESPINOSA 605 Y NEUQUEN, CAPITAL FEDERAL",ESPINOSA,,NEUQUEN,Caballito,Comuna 6
-58.4993308029325,-34.5507590586932,31,YPF,GASPARQUE SA,30-65029699-7,DUAL,"AVENIDA DR RICARDO BALBIN 5041 Y SALTO, CAPITAL FEDERAL","PAZ, GRAL. AV.",,SALTO,Saavedra,Comuna 12
-58.3999968484855,-34.5828902774329,30,YPF,ACA CENTRAL,30-50014329-7,LIQUIDOS,"AVENIDA DEL LIBERTADOR 1850 Y PEREYRA LUCENA, CAPITAL FEDERAL",DEL LIBERTADOR AV.,,PEREYRA LUCENA,Palermo,Comuna 14
-58.478080497941,-34.6327610317735,29,YPF,RIVAGAS SA,30-64463434-1,DUAL,"AVENIDA BERNARDINO RIVADAVIA Y SAN NICOLAS, CAPITAL FEDERAL",BARADERO,,RIVADAVIA AV.,Floresta,Comuna 10
-58.46858055512378,-34.6962225285076,35,YPF,RED PETROL SA,30-63662269-5,DUAL,"AVENIDA CNEL JOSE SEGUNDO ROCA 6797 Y J L SUAREZ, CAPITAL FEDERAL","ROCA, CNEL. AV.",,"SUAREZ, JOSE LEON",Villa Riachuelo,Comuna 8
-58.403357320906,-34.6291513161233,24,YPF,HUACALERA SRL,30-55585497-4,LIQUIDOS,"AVENIDA JUAN DE GARAY 2780 Y ESTEBAN DE LUCA, CAPITAL FEDERAL","GARAY, JUAN DE AV.",,"LUCA, ESTEBAN DE",Parque Patricios,Comuna 4
-58.3724557159926,-34.5868705025074,22,YPF,OPESSA RETIRO TERMINAL,30-67877449-5,DUAL,"AVENIDA ANTARTIDA ARGENTINA Y CALLE 10, CAPITAL FEDERAL",ANTARTIDA ARGENTINA AV.,,DE LOS INMIGRANTES AV.,Retiro,Comuna 1
-58.4271983037033,-34.6259911272608,12,YPF,PROINCO SACI,30-53885193-7,LIQUIDOS,"AVENIDA LA PLATA 901 Y J BONIFACIO, CAPITAL FEDERAL","BIDEGAIN, PEDRO",,LA PLATA AV.,Caballito,Comuna 6
-58.3781851749791,-34.617358169930895,8,YPF,GASYDIN,30-62894966-9,GNC,"AVENIDA INDEPENDENCIA 853 Y TACUARI, CAPITAL FEDERAL",INDEPENDENCIA AV.,,TACUARI,Monserrat,Comuna 1
-58.4004571494992,-34.622291173729,28,YPF,KUANTOKI SA,30-64798389-4,GNC,"ALBERTI 1108, CAPITAL FEDERAL",ALBERTI,1108.0,HUMBERTO 1\u00b0,San Cristobal,Comuna 3
